filename,error_ids,error_messages,count
./Data/generation/python_italian_claude/iter_7/files/62b87b199a0c4fa8b80b354c.py,D100 ; D205 ; D400 ; W291 ; W291 ; W293 ; W293 ; F821 ; B001 ; E722 ; W292,"Missing docstring in public module ; 1 blank line required between summary line and description ; First line should end with a period ; trailing whitespace ; trailing whitespace ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'itertools' ; Do not use bare `except:`, it also catches unexpected events like memory errors, interrupts, system exit, and so on.  Prefer excepting specific exceptions  If you're sure what you're doing, be explicit and write `except BaseException:`. ; do not use bare 'except' ; no newline at end of file",11
./Data/generation/python_italian_claude/iter_7/files/62b87b199a0c4fa8b80b354e.py,D100 ; D103 ; F401 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; Missing docstring in public function ; 'typing.Union' imported but unused ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62b87b4f9a0c4fa8b80b3580.py,D100 ; W293 ; W291 ; W291 ; E501 ; W293 ; W293 ; W292,Missing docstring in public module ; blank line contains whitespace ; trailing whitespace ; trailing whitespace ; line too long (82 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62b87b4f9a0c4fa8b80b3581.py,D100 ; W291 ; E501 ; W291 ; E501 ; E501 ; W291 ; W293 ; W293 ; F821 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; trailing whitespace ; line too long (175 > 79 characters) ; trailing whitespace ; line too long (146 > 79 characters) ; line too long (114 > 79 characters) ; trailing whitespace ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'LenaValueError' ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,14
./Data/generation/python_italian_claude/iter_7/files/62b87b519a0c4fa8b80b3583.py,D100 ; D103 ; W293 ; W293 ; F821 ; W293 ; F821 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; Missing docstring in public function ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'LenaValueError' ; blank line contains whitespace ; undefined name 'LenaValueError' ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,12
./Data/generation/python_italian_claude/iter_7/files/62b87b7e9a0c4fa8b80b35bc.py,CCR001 ; D100 ; W293 ; W293 ; W293 ; W293 ; E501 ; W293 ; W292,Cognitive complexity is too high (10 > 7) ; Missing docstring in public module ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (81 > 79 characters) ; blank line contains whitespace ; no newline at end of file,9
./Data/generation/python_italian_claude/iter_7/files/62b87b839a0c4fa8b80b35cb.py,D100 ; D200 ; W291 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; trailing whitespace ; no newline at end of file,4
./Data/generation/python_italian_claude/iter_7/files/62b87b859a0c4fa8b80b35d7.py,D100 ; D103 ; W293 ; W293 ; W293 ; W291 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; Missing docstring in public function ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; trailing whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,10
./Data/generation/python_italian_claude/iter_7/files/62b87b869a0c4fa8b80b35e1.py,D100 ; D103 ; W293 ; E731 ; W293 ; W291 ; C812 ; W293 ; W293 ; W293 ; W293 ; W293 ; E501 ; W293 ; W292,"Missing docstring in public module ; Missing docstring in public function ; blank line contains whitespace ; do not assign a lambda expression, use a def ; blank line contains whitespace ; trailing whitespace ; missing trailing comma ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (87 > 79 characters) ; blank line contains whitespace ; no newline at end of file",15
./Data/generation/python_italian_claude/iter_7/files/62b87b989a0c4fa8b80b35ee.py,D100 ; W293 ; W292,Missing docstring in public module ; blank line contains whitespace ; no newline at end of file,3
./Data/generation/python_italian_claude/iter_7/files/62b87d23d292efb640a55667.py,D100 ; E501 ; W292,Missing docstring in public module ; line too long (80 > 79 characters) ; no newline at end of file,3
./Data/generation/python_italian_claude/iter_7/files/62b87d23d292efb640a55668.py,D100 ; D200 ; D400 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; First line should end with a period ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
./Data/generation/python_italian_claude/iter_7/files/62b87d23d292efb640a5566b.py,CCR001 ; D100 ; E501 ; D200 ; W293 ; C812 ; W293 ; W292,Cognitive complexity is too high (16 > 7) ; Missing docstring in public module ; line too long (94 > 79 characters) ; One-line docstring should fit on one line with quotes ; blank line contains whitespace ; missing trailing comma ; blank line contains whitespace ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62b87d24d292efb640a5566d.py,D100 ; D200 ; D400 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; First line should end with a period ; no newline at end of file,4
./Data/generation/python_italian_claude/iter_7/files/62b87d24d292efb640a5566f.py,D100 ; D200 ; W293 ; C812 ; W293 ; C812 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; blank line contains whitespace ; missing trailing comma ; blank line contains whitespace ; missing trailing comma ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,9
./Data/generation/python_italian_claude/iter_7/files/62b87d24d292efb640a55670.py,D100 ; D200 ; E501 ; W293 ; C812 ; W293 ; W293 ; W291 ; C812 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; line too long (108 > 79 characters) ; blank line contains whitespace ; missing trailing comma ; blank line contains whitespace ; blank line contains whitespace ; trailing whitespace ; missing trailing comma ; no newline at end of file,10
./Data/generation/python_italian_claude/iter_7/files/62b89640755ee91dce50a114.py,D100 ; D400 ; E501 ; F821 ; W292,Missing docstring in public module ; First line should end with a period ; line too long (140 > 79 characters) ; undefined name 'unicode' ; no newline at end of file,5
./Data/generation/python_italian_claude/iter_7/files/62b8966c755ee91dce50a154.py,CCR001 ; D100 ; D103 ; F401 ; C812 ; E501 ; W291 ; E501 ; W293 ; B007 ; W293 ; W293 ; E501 ; W293 ; W293 ; W293 ; W293 ; W293 ; E501 ; W293 ; W292,"Cognitive complexity is too high (44 > 7) ; Missing docstring in public module ; Missing docstring in public function ; 'datetime.timedelta' imported but unused ; missing trailing comma ; line too long (120 > 79 characters) ; trailing whitespace ; line too long (102 > 79 characters) ; blank line contains whitespace ; Loop control variable 'pattern_name' not used within the loop body. If this is intended, start the name with an underscore. ; blank line contains whitespace ; blank line contains whitespace ; line too long (85 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (82 > 79 characters) ; blank line contains whitespace ; no newline at end of file",21
./Data/generation/python_italian_claude/iter_7/files/62b896de755ee91dce50a183.py,D100 ; W293 ; E501 ; E501 ; W291 ; E501 ; W293 ; W293 ; E501 ; E128 ; F821 ; W293 ; W293 ; F821 ; W293 ; W293 ; W293 ; W293 ; F821 ; W292,Missing docstring in public module ; blank line contains whitespace ; line too long (84 > 79 characters) ; line too long (84 > 79 characters) ; trailing whitespace ; line too long (85 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; line too long (83 > 79 characters) ; continuation line under-indented for visual indent ; undefined name 'ParserError' ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'ParserError' ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'ParserError' ; no newline at end of file,20
./Data/generation/python_italian_claude/iter_7/files/62b8982f755ee91dce50a241.py,D100 ; E501 ; E501 ; W293 ; W293 ; W291 ; W293 ; C812 ; W292,Missing docstring in public module ; line too long (126 > 79 characters) ; line too long (85 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; trailing whitespace ; blank line contains whitespace ; missing trailing comma ; no newline at end of file,9
./Data/generation/python_italian_claude/iter_7/files/62b8a4a4755ee91dce50a3d2.py,D100 ; W293 ; F821 ; E231 ; E231 ; E501 ; W293 ; F821 ; W293 ; W291 ; W293 ; F821 ; E231 ; E231 ; E501 ; F821 ; E231 ; E231 ; E501 ; W293 ; W293 ; W292,"Missing docstring in public module ; blank line contains whitespace ; undefined name 'datetime' ; missing whitespace after ',' ; missing whitespace after ',' ; line too long (80 > 79 characters) ; blank line contains whitespace ; undefined name 'datetime' ; blank line contains whitespace ; trailing whitespace ; blank line contains whitespace ; undefined name 'datetime' ; missing whitespace after ',' ; missing whitespace after ',' ; line too long (96 > 79 characters) ; undefined name 'datetime' ; missing whitespace after ',' ; missing whitespace after ',' ; line too long (96 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file",22
./Data/generation/python_italian_claude/iter_7/files/62b8a4a4755ee91dce50a3d3.py,CCR001 ; D100 ; D103 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (12 > 7) ; Missing docstring in public module ; Missing docstring in public function ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,9
./Data/generation/python_italian_claude/iter_7/files/62b8a7b2755ee91dce50a4a7.py,D100 ; E501 ; E501 ; E501 ; W293 ; W292,Missing docstring in public module ; line too long (100 > 79 characters) ; line too long (197 > 79 characters) ; line too long (102 > 79 characters) ; blank line contains whitespace ; no newline at end of file,6
./Data/generation/python_italian_claude/iter_7/files/62b8b3d4eb7e40a82d2d110d.py,D100 ; W291 ; W292,Missing docstring in public module ; trailing whitespace ; no newline at end of file,3
./Data/generation/python_italian_claude/iter_7/files/62b8b3d4eb7e40a82d2d110e.py,D100 ; D200 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; no newline at end of file,3
./Data/generation/python_italian_claude/iter_7/files/62b8b3d4eb7e40a82d2d110f.py,D100 ; E501 ; E501 ; W291 ; W293 ; W292,Missing docstring in public module ; line too long (88 > 79 characters) ; line too long (101 > 79 characters) ; trailing whitespace ; blank line contains whitespace ; no newline at end of file,6
./Data/generation/python_italian_claude/iter_7/files/62b8b3d5eb7e40a82d2d1110.py,D100 ; W292,Missing docstring in public module ; no newline at end of file,2
./Data/generation/python_italian_claude/iter_7/files/62b8b3d6eb7e40a82d2d111c.py,CCR001 ; D100 ; D400 ; E501 ; E501 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (8 > 7) ; Missing docstring in public module ; First line should end with a period ; line too long (85 > 79 characters) ; line too long (99 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,10
./Data/generation/python_italian_claude/iter_7/files/62b8b416eb7e40a82d2d1129.py,D100 ; E261 ; W292,Missing docstring in public module ; at least two spaces before inline comment ; no newline at end of file,3
./Data/generation/python_italian_claude/iter_7/files/62b8b4b9eb7e40a82d2d1134.py,D100 ; E261 ; E501 ; W291 ; W293 ; W291 ; W291 ; W292,Missing docstring in public module ; at least two spaces before inline comment ; line too long (88 > 79 characters) ; trailing whitespace ; blank line contains whitespace ; trailing whitespace ; trailing whitespace ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62b8b4baeb7e40a82d2d1136.py,CCR001 ; D100 ; C812 ; C812 ; C812 ; W293 ; E501 ; C812 ; C812 ; B007 ; W292,"Cognitive complexity is too high (27 > 7) ; Missing docstring in public module ; missing trailing comma ; missing trailing comma ; missing trailing comma ; blank line contains whitespace ; line too long (103 > 79 characters) ; missing trailing comma ; missing trailing comma ; Loop control variable 'category' not used within the loop body. If this is intended, start the name with an underscore. ; no newline at end of file",11
./Data/generation/python_italian_claude/iter_7/files/62b8b4baeb7e40a82d2d1137.py,CCR001 ; D100 ; D103 ; F401 ; E501 ; W293 ; E501 ; W293 ; E501 ; W293 ; E501 ; W293 ; W291 ; E128 ; W293 ; E501 ; W292,Cognitive complexity is too high (20 > 7) ; Missing docstring in public module ; Missing docstring in public function ; 'zope.interface.exceptions.BrokenMethodImplementation' imported but unused ; line too long (117 > 79 characters) ; blank line contains whitespace ; line too long (90 > 79 characters) ; blank line contains whitespace ; line too long (89 > 79 characters) ; blank line contains whitespace ; line too long (95 > 79 characters) ; blank line contains whitespace ; trailing whitespace ; continuation line under-indented for visual indent ; blank line contains whitespace ; line too long (95 > 79 characters) ; no newline at end of file,17
./Data/generation/python_italian_claude/iter_7/files/62b8b4c1eb7e40a82d2d1139.py,CCR001 ; D100 ; D200 ; W293 ; E501 ; W293 ; E501 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (22 > 7) ; Missing docstring in public module ; One-line docstring should fit on one line with quotes ; blank line contains whitespace ; line too long (82 > 79 characters) ; blank line contains whitespace ; line too long (95 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,12
./Data/generation/python_italian_claude/iter_7/files/62b8b559eb7e40a82d2d11f6.py,CCR001 ; D100 ; D200 ; E501 ; W293 ; W293 ; E501 ; E501 ; W293 ; W292,Cognitive complexity is too high (16 > 7) ; Missing docstring in public module ; One-line docstring should fit on one line with quotes ; line too long (98 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; line too long (84 > 79 characters) ; line too long (90 > 79 characters) ; blank line contains whitespace ; no newline at end of file,10
./Data/generation/python_italian_claude/iter_7/files/62b8b559eb7e40a82d2d11f8.py,CCR001 ; D100 ; D200 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (12 > 7) ; Missing docstring in public module ; One-line docstring should fit on one line with quotes ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
./Data/generation/python_italian_claude/iter_7/files/62b8b58deb7e40a82d2d1269.py,D100 ; W291 ; E129 ; F821 ; W293 ; W292,Missing docstring in public module ; trailing whitespace ; visually indented line with same indent as next logical line ; undefined name '_empty' ; blank line contains whitespace ; no newline at end of file,6
./Data/generation/python_italian_claude/iter_7/files/62b8b590eb7e40a82d2d1275.py,CCR001 ; D100 ; F841 ; CCR001 ; W293 ; W292,Cognitive complexity is too high (51 > 7) ; Missing docstring in public module ; local variable 'old_pos' is assigned to but never used ; Cognitive complexity is too high (8 > 7) ; blank line contains whitespace ; no newline at end of file,6
./Data/generation/python_italian_claude/iter_7/files/62b8b59feb7e40a82d2d1291.py,D100 ; D205 ; D400 ; W291 ; W292,Missing docstring in public module ; 1 blank line required between summary line and description ; First line should end with a period ; trailing whitespace ; no newline at end of file,5
./Data/generation/python_italian_claude/iter_7/files/62b8b99de0d34b282c1811f8.py,D100 ; D200 ; D400 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; First line should end with a period ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
./Data/generation/python_italian_claude/iter_7/files/62b8bbbce0d34b282c18120d.py,D100 ; D205 ; W291 ; E501 ; W293 ; B001 ; E722 ; W292,"Missing docstring in public module ; 1 blank line required between summary line and description ; trailing whitespace ; line too long (86 > 79 characters) ; blank line contains whitespace ; Do not use bare `except:`, it also catches unexpected events like memory errors, interrupts, system exit, and so on.  Prefer excepting specific exceptions  If you're sure what you're doing, be explicit and write `except BaseException:`. ; do not use bare 'except' ; no newline at end of file",8
./Data/generation/python_italian_claude/iter_7/files/62b8bbbfe0d34b282c18120f.py,D100 ; D205 ; E501 ; W291 ; W292,Missing docstring in public module ; 1 blank line required between summary line and description ; line too long (105 > 79 characters) ; trailing whitespace ; no newline at end of file,5
./Data/generation/python_italian_claude/iter_7/files/62b8bbbfe0d34b282c181210.py,D100 ; D205 ; W291 ; E501 ; W293 ; W293 ; F841 ; W292,Missing docstring in public module ; 1 blank line required between summary line and description ; trailing whitespace ; line too long (83 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; local variable 'e' is assigned to but never used ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62b8c517e0d34b282c18122e.py,D100 ; D205 ; E501 ; W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; 1 blank line required between summary line and description ; line too long (81 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,10
./Data/generation/python_italian_claude/iter_7/files/62b8d22548ba5a41d1c3f472.py,CCR001 ; D100 ; F821 ; D205 ; D400 ; D401 ; E501 ; W291 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (9 > 7) ; Missing docstring in public module ; undefined name 'hashkey' ; 1 blank line required between summary line and description ; First line should end with a period ; First line should be in imperative mood ; line too long (91 > 79 characters) ; trailing whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,14
./Data/generation/python_italian_claude/iter_7/files/62b8d22948ba5a41d1c3f47c.py,D100 ; D103 ; W292,Missing docstring in public module ; Missing docstring in public function ; no newline at end of file,3
./Data/generation/python_italian_claude/iter_7/files/62b8d22a48ba5a41d1c3f47d.py,D100 ; F821 ; D205 ; D400 ; D402 ; E501 ; W291 ; E501 ; F821 ; W292,"Missing docstring in public module ; undefined name '__marker' ; 1 blank line required between summary line and description ; First line should end with a period ; First line should not be the function's ""signature"" ; line too long (92 > 79 characters) ; trailing whitespace ; line too long (118 > 79 characters) ; undefined name '__marker' ; no newline at end of file",10
./Data/generation/python_italian_claude/iter_7/files/62b8d22a48ba5a41d1c3f47e.py,D100 ; D103 ; W292,Missing docstring in public module ; Missing docstring in public function ; no newline at end of file,3
./Data/generation/python_italian_claude/iter_7/files/62b8d22f48ba5a41d1c3f488.py,D100 ; D200 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,6
./Data/generation/python_italian_claude/iter_7/files/62b8d23748ba5a41d1c3f496.py,CCR001 ; D100 ; D205 ; D400 ; D401 ; E501 ; E501 ; CCR001 ; W293 ; W293 ; E501 ; W293 ; W293 ; E501 ; E501 ; E501 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (11 > 7) ; Missing docstring in public module ; 1 blank line required between summary line and description ; First line should end with a period ; First line should be in imperative mood ; line too long (83 > 79 characters) ; line too long (95 > 79 characters) ; Cognitive complexity is too high (8 > 7) ; blank line contains whitespace ; blank line contains whitespace ; line too long (84 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; line too long (83 > 79 characters) ; line too long (83 > 79 characters) ; line too long (83 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,21
./Data/generation/python_italian_claude/iter_7/files/62b8d23748ba5a41d1c3f497.py,D100 ; D200 ; E501 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; line too long (86 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,9
./Data/generation/python_italian_claude/iter_7/files/62b8d23948ba5a41d1c3f498.py,CCR001 ; D100 ; D205 ; D400 ; D401 ; E501 ; E501 ; W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (10 > 7) ; Missing docstring in public module ; 1 blank line required between summary line and description ; First line should end with a period ; First line should be in imperative mood ; line too long (80 > 79 characters) ; line too long (83 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,17
./Data/generation/python_italian_claude/iter_7/files/62b8d23a48ba5a41d1c3f499.py,D100 ; D200 ; E501 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; line too long (84 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
./Data/generation/python_italian_claude/iter_7/files/62b8d23b48ba5a41d1c3f49a.py,CCR001 ; D100 ; D205 ; D400 ; D401 ; E501 ; E501 ; CCR001 ; W293 ; W293 ; W293 ; E501 ; W293 ; W293 ; W292,Cognitive complexity is too high (11 > 7) ; Missing docstring in public module ; 1 blank line required between summary line and description ; First line should end with a period ; First line should be in imperative mood ; line too long (84 > 79 characters) ; line too long (90 > 79 characters) ; Cognitive complexity is too high (8 > 7) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (81 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,15
./Data/generation/python_italian_claude/iter_7/files/62b8d23c48ba5a41d1c3f49b.py,D100 ; D200 ; E501 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; line too long (81 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62b8d23e48ba5a41d1c3f49e.py,D100 ; D200 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
./Data/generation/python_italian_claude/iter_7/files/62b8d24048ba5a41d1c3f49f.py,D100 ; CCR001 ; D103 ; E302 ; CCR001 ; W293 ; CCR001 ; W293 ; W293 ; B007 ; W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; C812 ; W293 ; W292,"Missing docstring in public module ; Cognitive complexity is too high (17 > 7) ; Missing docstring in public function ; expected 2 blank lines, found 1 ; Cognitive complexity is too high (17 > 7) ; blank line contains whitespace ; Cognitive complexity is too high (10 > 7) ; blank line contains whitespace ; blank line contains whitespace ; Loop control variable 'val' not used within the loop body. If this is intended, start the name with an underscore. ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; missing trailing comma ; blank line contains whitespace ; no newline at end of file",19
./Data/generation/python_italian_claude/iter_7/files/62b8d27a48ba5a41d1c3f4c6.py,CCR001 ; D100 ; F821 ; D205 ; D400 ; D401 ; E501 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (13 > 7) ; Missing docstring in public module ; undefined name 'hashkey' ; 1 blank line required between summary line and description ; First line should end with a period ; First line should be in imperative mood ; line too long (85 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,12
./Data/generation/python_italian_claude/iter_7/files/62e4fb4d85ea9864308902e7.py,CCR001 ; D100 ; D103 ; W293 ; W293 ; W293 ; W293 ; W292,Cognitive complexity is too high (13 > 7) ; Missing docstring in public module ; Missing docstring in public function ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62e4fb6585ea98643089032b.py,D100 ; D400 ; D403 ; W292,Missing docstring in public module ; First line should end with a period ; First word of the first line should be properly capitalized ; no newline at end of file,4
./Data/generation/python_italian_claude/iter_7/files/62e4fbda85ea986430890403.py,D100 ; F821 ; D400 ; W292,Missing docstring in public module ; undefined name 'Sequence' ; First line should end with a period ; no newline at end of file,4
./Data/generation/python_italian_claude/iter_7/files/62e4fbda85ea986430890405.py,D100 ; D103 ; F821 ; B008 ; F821 ; F821 ; W293 ; W293 ; W293 ; F821 ; E501 ; W293 ; W293 ; E302 ; F821 ; E501 ; W293 ; W293 ; W293 ; E302 ; F821 ; E501 ; F821 ; F821 ; W293 ; F821 ; W293 ; F821 ; F821 ; F821 ; W293 ; W292,"Missing docstring in public module ; Missing docstring in public function ; undefined name 'Sequence' ; Do not perform function calls in argument defaults.  The call is performed only once at function definition time. All calls to your function will reuse the result of that definition-time function call.  If this is intended, assign the function call to a module-level variable and use that variable as a default value. ; undefined name '_get_platform_max_length' ; undefined name 'Any' ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'ThreadPoolExecutor' ; line too long (83 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; expected 2 blank lines, found 1 ; undefined name 'Sequence' ; line too long (102 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; expected 2 blank lines, found 1 ; undefined name 'Any' ; line too long (99 > 79 characters) ; undefined name 'os' ; undefined name 'os' ; blank line contains whitespace ; undefined name 'subprocess' ; blank line contains whitespace ; undefined name 'os' ; undefined name 'os' ; undefined name 'os' ; blank line contains whitespace ; no newline at end of file",32
./Data/generation/python_italian_claude/iter_7/files/62e4fc3c85ea98643089041e.py,D100 ; E501 ; W293 ; W293 ; W292,Missing docstring in public module ; line too long (92 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,5
./Data/generation/python_italian_claude/iter_7/files/62e5dc9ed76274f8a4026b5b.py,D100 ; D401 ; W293 ; W293 ; W293 ; C812 ; W293 ; W293 ; W292,Missing docstring in public module ; First line should be in imperative mood ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; missing trailing comma ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,9
./Data/generation/python_italian_claude/iter_7/files/62e60707d76274f8a4026b69.py,D100 ; D200 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
./Data/generation/python_italian_claude/iter_7/files/62e60723d76274f8a4026b75.py,D100 ; D103 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; Missing docstring in public function ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
./Data/generation/python_italian_claude/iter_7/files/62e60723d76274f8a4026b76.py,D100 ; E501 ; W293 ; W293 ; W293 ; W293 ; W292,Missing docstring in public module ; line too long (90 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
./Data/generation/python_italian_claude/iter_7/files/62e60873d76274f8a4026bd8.py,D100 ; D205 ; D400 ; E501 ; E501 ; E501 ; E501 ; F821 ; F821 ; W291 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; C812 ; E501 ; W293 ; E501 ; E501 ; W293 ; E501 ; W292,Missing docstring in public module ; 1 blank line required between summary line and description ; First line should end with a period ; line too long (82 > 79 characters) ; line too long (87 > 79 characters) ; line too long (81 > 79 characters) ; line too long (80 > 79 characters) ; undefined name 'BoltProtocolV1Handler' ; undefined name 'BoltProtocolV2Handler' ; trailing whitespace ; undefined name 'BoltProtocolV3Handler' ; undefined name 'BoltProtocolV4Handler' ; undefined name 'BoltProtocolV4_1Handler' ; undefined name 'BoltProtocolV4_2Handler' ; undefined name 'BoltProtocolV4_3Handler' ; undefined name 'BoltProtocolV4_4Handler' ; undefined name 'BoltProtocolV5Handler' ; missing trailing comma ; line too long (92 > 79 characters) ; blank line contains whitespace ; line too long (94 > 79 characters) ; line too long (101 > 79 characters) ; blank line contains whitespace ; line too long (86 > 79 characters) ; no newline at end of file,25
