id,iter,italian_Comment (%),italian_Comment Lines,italian_Lines of Code,italian_Statements,italian_Cyclomatic Complexity,italian_Cognitive Complexity,italian_Code Smells,italian_Vulnerabilities,italian_Bugs,italian_Security Hotspots,italian_pmd,italian_nloc,italian_ccn,italian_token_count,italian_param_count,italian_length,italian_top_nesting_level,english_Comment (%),english_Comment Lines,english_Lines of Code,english_Statements,english_Cyclomatic Complexity,english_Cognitive Complexity,english_Code Smells,english_Vulnerabilities,english_Bugs,english_Security Hotspots,english_pmd,english_nloc,english_ccn,english_token_count,english_param_count,english_length,english_top_nesting_level,chinese_Comment (%),chinese_Comment Lines,chinese_Lines of Code,chinese_Statements,chinese_Cyclomatic Complexity,chinese_Cognitive Complexity,chinese_Code Smells,chinese_Vulnerabilities,chinese_Bugs,chinese_Security Hotspots,chinese_pmd,chinese_nloc,chinese_ccn,chinese_token_count,chinese_param_count,chinese_length,chinese_top_nesting_level,hindi_Comment (%),hindi_Comment Lines,hindi_Lines of Code,hindi_Statements,hindi_Cyclomatic Complexity,hindi_Cognitive Complexity,hindi_Code Smells,hindi_Vulnerabilities,hindi_Bugs,hindi_Security Hotspots,hindi_pmd,hindi_nloc,hindi_ccn,hindi_token_count,hindi_param_count,hindi_length,hindi_top_nesting_level,spanish_Comment (%),spanish_Comment Lines,spanish_Lines of Code,spanish_Statements,spanish_Cyclomatic Complexity,spanish_Cognitive Complexity,spanish_Code Smells,spanish_Vulnerabilities,spanish_Bugs,spanish_Security Hotspots,spanish_pmd,spanish_nloc,spanish_ccn,spanish_token_count,spanish_param_count,spanish_length,spanish_top_nesting_level
636766821a6d9265ec0174bf,5,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,26.3,5.0,14.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,25.0,5.0,15.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0
636766821a6d9265ec0174bf,6,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,26.3,5.0,14.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,26.3,5.0,14.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0
636766821a6d9265ec0174bf,7,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,26.3,5.0,14.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,25.0,5.0,15.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0
636766821a6d9265ec0174bf,8,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,26.3,5.0,14.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,25.0,5.0,15.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0
636766821a6d9265ec0174bf,9,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0,26.3,5.0,14.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,25.0,5.0,15.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.0,86.0,1.0,11.0,1.0,6.3,1.0,15.0,7.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,6.0,98.0,1.0,12.0,1.0
636766821a6d9265ec0174c9,0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,25.0,4.0,12.0,6.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,77.0,0.0,15.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,1,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,2,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,3,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,4,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,5,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,6,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,7,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,14.7,5.0,29.0,16.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,22.0,6.0,147.0,0.0,30.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,8,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174c9,9,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,18.9,7.0,30.0,17.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,23.0,6.0,154.0,0.0,35.0,1.0,13.3,2.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0,7.1,1.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,12.0,1.0
636766821a6d9265ec0174d2,0,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,17.6,3.0,14.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,20.0,3.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0
636766821a6d9265ec0174d2,1,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,17.6,3.0,14.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0
636766821a6d9265ec0174d2,2,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,16.7,3.0,15.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,47.0,1.0,10.0,1.0,21.4,3.0,11.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0,25.0,3.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,20.0,3.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0
636766821a6d9265ec0174d2,3,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,17.6,3.0,14.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,42.0,1.0,9.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,20.0,3.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0
636766821a6d9265ec0174d2,4,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,25.0,3.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0
636766821a6d9265ec0174d2,5,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,25.0,3.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0
636766821a6d9265ec0174d2,6,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,21.4,3.0,11.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0,25.0,3.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,20.0,3.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0
636766821a6d9265ec0174d2,7,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,21.4,3.0,11.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,20.0,3.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0
636766821a6d9265ec0174d2,8,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,17.6,3.0,14.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,21.4,3.0,11.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,20.0,3.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0
636766821a6d9265ec0174d2,9,30.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,18.8,3.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,38.0,1.0,9.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,3.0,1.0,20.0,3.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,29.0,1.0,7.0,1.0
636766831a6d9265ec0174eb,0,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,19.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,21.4,3.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,1.0,5.0,1.0,25.0,8.0,24.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,18.0,8.0,112.0,2.0,28.0,1.0
636766831a6d9265ec0174eb,1,23.3,7.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,91.0,2.0,26.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,25.8,8.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,91.0,2.0,27.0,1.0,21.4,3.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,1.0,5.0,1.0,25.0,8.0,24.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,18.0,8.0,112.0,2.0,28.0,1.0
636766831a6d9265ec0174eb,2,23.3,7.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,91.0,2.0,26.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,25.0,8.0,24.0,12.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,18.0,7.0,106.0,2.0,28.0,1.0,26.3,5.0,14.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,2.0,48.0,1.0,13.0,1.0,25.0,8.0,24.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,18.0,8.0,112.0,2.0,28.0,1.0
636766831a6d9265ec0174eb,3,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,19.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,26.3,5.0,14.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,2.0,48.0,1.0,13.0,1.0,27.6,8.0,21.0,10.0,6.0,4.0,4.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,25.0,1.0
636766831a6d9265ec0174eb,4,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,20.0,1.0,16.0,4.0,21.0,10.0,6.0,4.0,4.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,20.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,8.0,2.0,48.0,1.0,13.0,1.0,25.8,8.0,23.0,11.0,8.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,8.0,97.0,2.0,27.0,1.0
636766831a6d9265ec0174eb,5,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,19.0,1.0,19.2,5.0,21.0,10.0,6.0,4.0,4.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,21.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,26.3,5.0,14.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,2.0,48.0,1.0,13.0,1.0,25.0,8.0,24.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,18.0,8.0,112.0,2.0,28.0,1.0
636766831a6d9265ec0174eb,6,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,19.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,25.8,8.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,91.0,2.0,27.0,1.0,21.4,3.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,1.0,5.0,1.0,25.8,8.0,23.0,11.0,8.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,8.0,97.0,2.0,27.0,1.0
636766831a6d9265ec0174eb,7,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,19.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,21.4,3.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,1.0,5.0,1.0,25.0,8.0,24.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,18.0,8.0,112.0,2.0,28.0,1.0
636766831a6d9265ec0174eb,8,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,20.0,1.0,23.3,7.0,23.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,91.0,2.0,25.0,1.0,25.8,8.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,91.0,2.0,27.0,1.0,21.4,3.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,1.0,5.0,1.0,25.0,8.0,24.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,18.0,8.0,112.0,2.0,28.0,1.0
636766831a6d9265ec0174eb,9,16.0,4.0,21.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,20.0,1.0,19.2,5.0,21.0,10.0,6.0,4.0,4.0,0.0,0.0,0.0,1.0,15.0,6.0,83.0,2.0,21.0,1.0,25.8,8.0,23.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,91.0,2.0,27.0,1.0,21.4,3.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,1.0,5.0,1.0,25.0,8.0,24.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,18.0,8.0,112.0,2.0,28.0,1.0
636766851a6d9265ec017515,0,8.6,3.0,32.0,6.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,21.0,10.0,81.0,3.0,24.0,1.0,6.3,2.0,30.0,8.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,7.0,85.0,2.0,24.0,1.0,22.9,8.0,27.0,11.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,19.0,5.0,77.0,1.0,30.0,1.0,12.5,3.0,21.0,8.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,16.0,5.0,64.0,1.0,16.0,1.0,12.0,3.0,22.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,73.0,3.0,15.0,1.0
