id,generated_code,comments,identifiers,literals,docstring
636766821a6d9265ec0174d2,"import javax.servlet.http.HttpServletRequest;
import org.atmosphere.cpr.AtmosphereRequest;

public class RequestWrapper {

    /**
     * Envuelve un {@link HttpServletRequest}.
     * @param request {@link HttpServletRequest}
     * @return un {@link AtmosphereRequest}
     */
    public static AtmosphereRequest wrap(HttpServletRequest request) {
        return AtmosphereRequest.wrap(request);
    }
}",none,english,none,spanish
636767ab1a6d9265ec01867b,"import java.nio.charset.StandardCharsets;
import java.nio.ByteBuffer;

public class UTF8Writer {

    public static LinkedBuffer writeUTF8(final CharSequence str, final WriteSession session, final LinkedBuffer lb) {
        if (str == null || session == null || lb == null) {
            throw new IllegalArgumentException(""Arguments cannot be null"");
        }

        byte[] utf8Bytes = str.toString().getBytes(StandardCharsets.UTF_8);
        ByteBuffer buffer = ByteBuffer.wrap(utf8Bytes);

        while (buffer.hasRemaining()) {
            if (lb.remaining() == 0) {
                lb = lb.ensureCapacity(session, 1);
            }
            lb.put(buffer.get());
        }

        return lb;
    }

    public static class LinkedBuffer {
        private byte[] buffer;
        private int position;

        public LinkedBuffer(int capacity) {
            this.buffer = new byte[capacity];
            this.position = 0;
        }

        public void put(byte b) {
            if (position >= buffer.length) {
                throw new IndexOutOfBoundsException(""Buffer overflow"");
            }
            buffer[position++] = b;
        }

        public int remaining() {
            return buffer.length - position;
        }

        public LinkedBuffer ensureCapacity(WriteSession session, int required) {
            if (remaining() >= required) {
                return this;
            }
            LinkedBuffer newBuffer = new LinkedBuffer(buffer.length * 2);
            System.arraycopy(buffer, 0, newBuffer.buffer, 0, position);
            newBuffer.position = position;
            return newBuffer;
        }
    }

    public static class WriteSession {
        // Placeholder for session-related operations
    }

    public static void main(String[] args) {
        WriteSession session = new WriteSession();
        LinkedBuffer lb = new LinkedBuffer(10);
        CharSequence str = ""Hello, UTF-8!"";
        lb = writeUTF8(str, session, lb);
        System.out.println(""Bytes written: "" + lb.position);
    }
}",english,english,english,none
6367675c1a6d9265ec01805b,"// Assuming the class has the following structure for the doubly linked list nodes
class EdgeNode {
    EdgeNode prev;
    EdgeNode next;
    // Other fields as necessary
}

public class Tree {
    private EdgeNode head; // Head of the doubly linked list
    private EdgeNode tail; // Tail of the doubly linked list

    /**
     * Elimina este borde de ambas listas doblemente enlazadas de bordes del árbol.
     */
    public void removeFromTreeEdgeList(EdgeNode node) {
        if (node == null) {
            return;
        }

        // If the node is the head
        if (node.prev == null) {
            head = node.next;
        } else {
            node.prev.next = node.next;
        }

        // If the node is the tail
        if (node.next == null) {
            tail = node.prev;
        } else {
            node.next.prev = node.prev;
        }

        // Optional: Clear the node's pointers to help with garbage collection
        node.prev = null;
        node.next = null;
    }
}",english,english,none,spanish
636767791a6d9265ec01826d,"import java.util.Properties;
import java.util.Map;
import java.util.regex.Matcher;
import java.util.regex.Pattern;

public class PropertySubstitutor {

    public static String findAndSubst(String key, Properties props) {
        // Obtener el valor asociado a la clave
        String value = props.getProperty(key);
        if (value == null) {
            return null; // Si no se encuentra la clave, retornar null
        }

        // Expresión regular para encontrar variables en el formato ${variable}
        Pattern pattern = Pattern.compile(""\\$\\{([^}]+)\\}"");
        Matcher matcher = pattern.matcher(value);
        StringBuffer result = new StringBuffer();

        // Realizar la sustitución de variables
        while (matcher.find()) {
            String variable = matcher.group(1);
            String replacement = props.getProperty(variable, """");
            matcher.appendReplacement(result, replacement);
        }
        matcher.appendTail(result);

        return result.toString();
    }

    public static void main(String[] args) {
        Properties props = new Properties();
        props.setProperty(""greeting"", ""Hello, ${name}!"");
        props.setProperty(""name"", ""World"");

        String result = findAndSubst(""greeting"", props);
        System.out.println(result); // Output: Hello, World!
    }
}",spanish,english,english,none
636767001a6d9265ec01787f,"import java.util.Arrays;

/**
 * <p>Agrega al <code>toString</code> el detalle de un arreglo de <code>int</code>.</p>
 * @param buffer  el <code>StringBuffer</code> a poblar
 * @param fieldName  el nombre del campo, típicamente no se utiliza ya que ya ha sido agregado
 * @param array  el arreglo que se añadirá al <code>toString</code>, no <code>null</code>
 */
protected void appendDetail(StringBuffer buffer, String fieldName, int[] array) {
    if (array == null) {
        throw new IllegalArgumentException(""El arreglo no puede ser null"");
    }
    buffer.append(Arrays.toString(array));
}",none,english,spanish,spanish
636766fe1a6d9265ec017834,"import java.util.UUID;

public class SessionUtil {
    /**
     * Generates a unique session ID.
     * 
     * @return A unique session ID as a String.
     */
    public static String sessionId() {
        return UUID.randomUUID().toString();
    }
}",none,english,none,english
636766ff1a6d9265ec01784b,"public class StringUtils {

    /**
     * <p>Verifica si el <code>String</code> contiene solo caracteres numéricos.</p> 
     * <p><code>Null</code> y un <code>String</code> vacío devolverán <code>false</code>.</p>
     * @param str  el <code>String</code> a verificar
     * @return <code>true</code> si str contiene solo caracteres numéricos unicode
     */
    public static boolean isDigits(String str) {
        if (str == null || str.isEmpty()) {
            return false;
        }
        for (int i = 0; i < str.length(); i++) {
            if (!Character.isDigit(str.charAt(i))) {
                return false;
            }
        }
        return true;
    }

    public static void main(String[] args) {
        System.out.println(isDigits(""12345"")); // true
        System.out.println(isDigits(""123a5"")); // false
        System.out.println(isDigits(""""));     // false
        System.out.println(isDigits(null));    // false
    }
}",english,english,none,spanish
636766fc1a6d9265ec0177da,"/**
 * Determina si un nombre de parámetro termina en la posición actual, es decir, si el carácter dado califica como un separador.
 * 
 * @param c El carácter a evaluar.
 * @return true si el carácter es un separador, false en caso contrario.
 */
private static boolean esSeparadorDeParametro(final char c) {
    // Los separadores comunes son espacios, comas, paréntesis, etc.
    return c == ' ' || c == ',' || c == '(' || c == ')' || c == ';' || c == '\t' || c == '\n';
}",spanish,spanish,none,spanish
6367670c1a6d9265ec017a35,"/**
 * Verifica si una cadena termina con un sufijo especificado (opcionalmente sin distinguir entre mayúsculas y minúsculas).
 * @see String#endsWith(String)
 * @param str  la cadena a verificar, puede ser nula
 * @param suffix el sufijo a encontrar, puede ser nulo
 * @param ignoreCase indica si la comparación debe ignorar las mayúsculas y minúsculas (sin distinguir entre mayúsculas y minúsculas) o no.
 * @return <code>true</code> si la cadena termina con el sufijo o ambos son <code>null</code>
 */
private static boolean endsWith(final String str, final String suffix, final boolean ignoreCase) {
    if (str == null && suffix == null) {
        return true;
    }
    if (str == null || suffix == null) {
        return false;
    }
    if (ignoreCase) {
        return str.toLowerCase().endsWith(suffix.toLowerCase());
    } else {
        return str.endsWith(suffix);
    }
}",none,english,none,spanish
6367667f1a6d9265ec01745d,"import java.net.URI;
import java.util.ArrayList;
import java.util.List;

public class PathSegmentImpl {
    private final String path;
    private final boolean decoded;

    public PathSegmentImpl(String path, boolean decoded) {
        this.path = path;
        this.decoded = decoded;
    }

    public String getPath() {
        return path;
    }

    public boolean isDecoded() {
        return decoded;
    }
}

public class URIUtils {

    public static List<PathSegmentImpl> decodePath(URI u, boolean decode) {
        List<PathSegmentImpl> segments = new ArrayList<>();
        String path = u.getPath();

        if (path == null || path.isEmpty()) {
            return segments;
        }

        // Ignore the leading '/' if it's an absolute path
        if (path.startsWith(""/"")) {
            path = path.substring(1);
        }

        String[] parts = path.split(""/"");
        for (String part : parts) {
            if (!part.isEmpty()) {
                String segment = decode ? decodeURIComponent(part) : part;
                segments.add(new PathSegmentImpl(segment, decode));
            }
        }

        return segments;
    }

    private static String decodeURIComponent(String encoded) {
        try {
            return java.net.URLDecoder.decode(encoded, ""UTF-8"");
        } catch (java.io.UnsupportedEncodingException e) {
            throw new RuntimeException(""UTF-8 encoding not supported"", e);
        }
    }
}",english,english,english,none
636766f11a6d9265ec017651,"import java.util.Objects;

public class DefensiveProgramming {

    // Referencia estática para un array vacío
    private static final Character[] EMPTY_CHARACTER_ARRAY = new Character[0];

    /**
     * <p>Técnica de programación defensiva para cambiar una referencia <code>null</code> por una vacía.</p>
     * <p>Este método devuelve un array vacío para un array de entrada <code>null</code>.</p>
     * <p>Como técnica de optimización de memoria, un array vacío pasado será reemplazado por las referencias vacías <code>public static</code> en esta clase.</p>
     * @param array  el array a verificar si es <code>null</code> o vacío
     * @return el mismo array, un array vacío <code>public static</code> si la entrada es <code>null</code> o vacía
     * @since 2.5
     */
    public static Character[] nullToEmpty(final Character[] array) {
        if (array == null || array.length == 0) {
            return EMPTY_CHARACTER_ARRAY;
        }
        return array;
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        Character[] array1 = null;
        Character[] array2 = new Character[0];
        Character[] array3 = {'a', 'b', 'c'};

        System.out.println(Objects.toString(nullToEmpty(array1))); // []
        System.out.println(Objects.toString(nullToEmpty(array2))); // []
        System.out.println(Objects.toString(nullToEmpty(array3))); // [a, b, c]
    }
}",spanish,english,none,spanish
636767821a6d9265ec0183ab,"public class Example {
    private Throwable thrown;

    public Example(Throwable thrown) {
        this.thrown = thrown;
    }

    public boolean hasThrown() {
        if (thrown == null) {
            return false;
        }
        String thrownString = thrown.toString();
        return thrownString != null && !thrownString.isEmpty();
    }

    public Throwable getThrown() {
        return thrown;
    }

    public static void main(String[] args) {
        // Example usage
        Example example = new Example(new RuntimeException(""Error occurred""));
        System.out.println(example.hasThrown()); // Should print true
    }
}",english,english,english,none
636767831a6d9265ec0183c9,"import org.apache.log4j.NDC;

public class DiagnosticContext {

    /**
     * Observa el último contexto de diagnóstico en la parte superior de este NDC sin eliminarlo. <p> El valor devuelto es el valor que se empujó por última vez. Si no hay contexto disponible, se devuelve la cadena vacía """".
     * @return String El contexto de diagnóstico más interno.
     */
    public static String peek() {
        String context = NDC.peek();
        return context != null ? context : """";
    }
}",none,english,none,spanish
636767de1a6d9265ec01871c,"import java.util.HashMap;
import java.util.Map;

public class Acumulador {
    private Map<String, Long> mapa;

    public Acumulador() {
        this.mapa = new HashMap<>();
    }

    /**
     * Acumula el valor con el valor existente en la misma clave dada.
     * Si la clave no existe, se crea una nueva entrada con el valor proporcionado.
     * 
     * @param clave La clave en la que se acumulará el valor.
     * @param valor El valor que se acumulará.
     */
    public void acumulacionDeValor(String clave, Long valor) {
        mapa.put(clave, mapa.getOrDefault(clave, 0L) + valor);
    }

    // Método adicional para obtener el valor acumulado de una clave específica
    public Long obtenerValor(String clave) {
        return mapa.getOrDefault(clave, 0L);
    }

    public static void main(String[] args) {
        Acumulador acumulador = new Acumulador();
        acumulador.acumulacionDeValor(""clave1"", 10L);
        acumulador.acumulacionDeValor(""clave1"", 20L);
        System.out.println(""Valor acumulado para clave1: "" + acumulador.obtenerValor(""clave1"")); // Debería imprimir 30
    }
}",spanish,spanish,spanish,spanish
636766811a6d9265ec017496,"import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;
import java.util.Iterator;

public class FileIterator implements Iterator<InputStream> {
    private File[] files;
    private int currentIndex;

    public FileIterator(File directory) {
        if (!directory.isDirectory()) {
            throw new IllegalArgumentException(""Provided file is not a directory"");
        }
        this.files = directory.listFiles();
        this.currentIndex = 0;
    }

    @Override
    public boolean hasNext() {
        return currentIndex < files.length;
    }

    @Override
    public InputStream next() throws IOException {
        if (!hasNext()) {
            return null;
        }
        File nextFile = files[currentIndex++];
        return new FileInputStream(nextFile);
    }
}",none,english,english,none
6367677e1a6d9265ec01832e,"import java.util.logging.Logger;

public class LoggerChecker {

    /**
     * Verifica si el registrador nombrado existe en la jerarquía. Si es así, devuelve su referencia; de lo contrario, devuelve <code>null</code>.
     * @param name El nombre del registrador que se busca.
     * @return El registrador si existe, o <code>null</code> si no existe.
     */
    public Logger exists(String name) {
        Logger logger = Logger.getLogger(name);
        if (logger != null) {
            return logger;
        } else {
            return null;
        }
    }
}",none,english,none,spanish
6367670a1a6d9265ec0179e7,"import java.util.HashMap;
import java.util.Map;

public class ConverterRegistry {

    private final Map<Class<?>, Converter> registry = new HashMap<>();

    /**
     * Busca y devuelve cualquier {@link Converter} registrado para la clase de destino especificada; si no hay un Converter registrado, devuelve <code>null</code>.
     * @param clazz Clase para la cual se debe devolver un Converter registrado
     * @return El {@link Converter} registrado o <code>null</code> si no se encuentra
     */
    public Converter lookup(final Class<?> clazz) {
        return registry.get(clazz);
    }

    /**
     * Registra un {@link Converter} para una clase específica.
     * @param clazz La clase para la cual se registra el Converter
     * @param converter El Converter a registrar
     */
    public void register(final Class<?> clazz, final Converter converter) {
        registry.put(clazz, converter);
    }

    // Ejemplo de interfaz Converter
    public interface Converter {
        Object convert(Object input);
    }
}",spanish,english,none,spanish
636767a41a6d9265ec018572,"import java.io.IOException;
import java.io.InputStream;

public class VarintReader {
    private InputStream input;

    public VarintReader(InputStream input) {
        this.input = input;
    }

    /**
     * Lee un Varint crudo del flujo.
     */
    public long readRawVarint64() throws IOException {
        long result = 0;
        int shift = 0;
        while (shift < 64) {
            final byte b = (byte) input.read();
            result |= (long) (b & 0x7F) << shift;
            if ((b & 0x80) == 0) {
                return result;
            }
            shift += 7;
        }
        throw new IOException(""Malformed varint64"");
    }
}",none,english,english,spanish
636767021a6d9265ec0178bb,"import java.util.Objects;

public class ArrayUtils {

    // Referencia estática para un array vacío de Double
    public static final Double[] EMPTY_DOUBLE_ARRAY = new Double[0];

    /**
     * Técnica de programación defensiva para cambiar una referencia <code>null</code> por una vacía.
     * Este método devuelve un array vacío para un array de entrada <code>null</code>.
     * Como técnica de optimización de memoria, un array vacío pasado será reemplazado por las referencias vacías <code>public static</code> en esta clase.
     * @param array  el array a verificar si es <code>null</code> o vacío
     * @return el mismo array, un array vacío <code>public static</code> si la entrada es <code>null</code> o vacía
     * @since 2.5
     */
    public static Double[] nullToEmpty(final Double[] array) {
        if (array == null || array.length == 0) {
            return EMPTY_DOUBLE_ARRAY;
        }
        return array;
    }
}",spanish,english,none,spanish
636767021a6d9265ec0178b2,"import java.util.Stack;

public class FrameStackHandler {

    private Stack<String> frameStack;

    public FrameStackHandler() {
        this.frameStack = new Stack<>();
    }

    /**
     * Extrae tantos tipos abstractos de la pila de marcos de salida como lo describe el descriptor dado.
     * @param descriptor un tipo o descriptor de método (en cuyo caso se extraen sus tipos de argumento).
     */
    private void pop(final String descriptor) {
        if (descriptor == null || descriptor.isEmpty()) {
            throw new IllegalArgumentException(""Descriptor cannot be null or empty"");
        }

        // Determine if the descriptor is a method descriptor
        if (descriptor.startsWith(""("")) {
            // Extract argument types from method descriptor
            String[] argumentTypes = extractArgumentTypes(descriptor);
            for (String type : argumentTypes) {
                if (!frameStack.isEmpty()) {
                    frameStack.pop();
                } else {
                    throw new IllegalStateException(""Frame stack is empty"");
                }
            }
        } else {
            // Single type descriptor, pop one frame
            if (!frameStack.isEmpty()) {
                frameStack.pop();
            } else {
                throw new IllegalStateException(""Frame stack is empty"");
            }
        }
    }

    /**
     * Extracts argument types from a method descriptor.
     * @param descriptor the method descriptor
     * @return an array of argument types
     */
    private String[] extractArgumentTypes(String descriptor) {
        // Remove the leading '(' and trailing ')'
        String args = descriptor.substring(1, descriptor.indexOf(')'));

        // Split the argument types based on the descriptor format
        // This is a simplified approach and may need to handle more complex cases
        return args.split("";"");
    }

    // Example usage
    public static void main(String[] args) {
        FrameStackHandler handler = new FrameStackHandler();
        handler.frameStack.push(""Type1"");
        handler.frameStack.push(""Type2"");
        handler.frameStack.push(""Type3"");

        handler.pop(""(Type1;Type2)V""); // Pops Type3 and Type2
        System.out.println(handler.frameStack); // Should print [Type1]
    }
}",english,english,english,both
636766f91a6d9265ec01776e,"import java.io.IOException;
import java.io.OutputStream;

public class ByteOutputStream extends OutputStream {

    @Override
    public void write(final byte b[], final int off, final int len) throws IOException {
        if (b == null) {
            throw new NullPointerException(""El arreglo de bytes no puede ser nulo."");
        }
        if (off < 0 || len < 0 || off + len > b.length) {
            throw new IndexOutOfBoundsException(""Desplazamiento o longitud fuera de los límites del arreglo."");
        }
        for (int i = off; i < off + len; i++) {
            write(b[i]);
        }
    }

    @Override
    public void write(int b) throws IOException {
        // Implementación para escribir un solo byte.
        // Este método debe ser implementado por la clase que extienda ByteOutputStream.
        throw new UnsupportedOperationException(""Método write(int) no implementado."");
    }
}",spanish,english,spanish,none
636767551a6d9265ec017f3f,"public class ArrayUtils {

    /**
     * Intercambia los dos elementos en los índices especificados en el arreglo dado.
     * @param <V> el tipo de elementos en el arreglo
     * @param arr el arreglo
     * @param i el índice del primer elemento
     * @param j el índice del segundo elemento
     */
    public static final <V> void swap(V[] arr, int i, int j) {
        if (arr == null || i < 0 || j < 0 || i >= arr.length || j >= arr.length) {
            throw new IllegalArgumentException(""Índices fuera de rango o arreglo nulo."");
        }
        V temp = arr[i];
        arr[i] = arr[j];
        arr[j] = temp;
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        Integer[] arr = {1, 2, 3, 4, 5};
        System.out.println(""Arreglo antes del intercambio: "" + java.util.Arrays.toString(arr));
        swap(arr, 1, 3);
        System.out.println(""Arreglo después del intercambio: "" + java.util.Arrays.toString(arr));
    }
}",spanish,english,spanish,spanish
636766ae1a6d9265ec0175dc,"import org.springframework.http.HttpStatus;
import org.springframework.http.ResponseEntity;

public class HttpResponseChecker {

    /**
     * Verifica si la respuesta actual es un Contenido Parcial (código HTTP 206)
     * @return verdadero si es contenido parcial, falso en caso contrario
     */
    public Boolean isPartialContentResponse(ResponseEntity<?> response) {
        return response.getStatusCode() == HttpStatus.PARTIAL_CONTENT;
    }
}",none,english,none,spanish
636766f01a6d9265ec01762e,"/**
 * Verifica si un arreglo de números decimales primitivos está vacío o es <code>null</code>.
 * @param array  el arreglo a probar
 * @return <code>true</code> si el arreglo está vacío o es <code>null</code>
 * @since 2.1
 */
public static boolean isEmpty(final double[] array) {
    return array == null || array.length == 0;
}",none,english,none,spanish
6367667e1a6d9265ec01743a,"import java.util.concurrent.atomic.AtomicLong;

public class LastWriteTimeStamp {
    private final AtomicLong lastWriteTimeStamp = new AtomicLong(System.currentTimeMillis());

    /**
     * La última vez, en milisegundos, que ocurrió una operación de escritura.
     * @return esto
     */
    public long lastWriteTimeStampInMilliseconds() {
        return lastWriteTimeStamp.get();
    }

    public void updateLastWriteTimeStamp() {
        lastWriteTimeStamp.set(System.currentTimeMillis());
    }

    public static void main(String[] args) {
        LastWriteTimeStamp example = new LastWriteTimeStamp();
        System.out.println(""Last write timestamp: "" + example.lastWriteTimeStampInMilliseconds());
        example.updateLastWriteTimeStamp();
        System.out.println(""Updated last write timestamp: "" + example.lastWriteTimeStampInMilliseconds());
    }
}",none,english,english,spanish
636767601a6d9265ec0180fd,"import java.util.HashMap;
import java.util.Map;

public class GraphIndex<V, E> {
    private Map<V, Map<V, E>> index;

    public GraphIndex() {
        index = new HashMap<>();
    }

    /**
     * Agrega una arista al índice.
     * @param sourceVertex el vértice fuente
     * @param targetVertex el vértice objetivo
     * @param e la arista
     */
    protected void addToIndex(V sourceVertex, V targetVertex, E e) {
        if (!index.containsKey(sourceVertex)) {
            index.put(sourceVertex, new HashMap<>());
        }
        index.get(sourceVertex).put(targetVertex, e);
    }
}",none,english,none,spanish
636766821a6d9265ec0174c9,"import java.io.File;

public class ClassPathUtil {

    /**
     * Devuelve la ruta de clases de la instancia actual de la JVM como un arreglo de objetos {@link File}.
     */
    private static File[] classPath() {
        String classPath = System.getProperty(""java.class.path"");
        String[] paths = classPath.split(System.getProperty(""path.separator""));
        File[] files = new File[paths.length];
        
        for (int i = 0; i < paths.length; i++) {
            files[i] = new File(paths[i]);
        }
        
        return files;
    }

    public static void main(String[] args) {
        File[] classPathFiles = classPath();
        for (File file : classPathFiles) {
            System.out.println(file.getAbsolutePath());
        }
    }
}",none,english,english,spanish
636767041a6d9265ec0178f8,"import java.util.Arrays;

public class StringCopier {

    /**
     * Este método crea una copia del array proporcionado y asegura que todas las cadenas en el nuevo array contengan solo letras minúsculas. <p> Utilizar este método para copiar arrays de cadenas significa que los cambios en el array src no modifican el array dst.
     */
    private static String[] copiarCadenas(final String[] src) {
        if (src == null) {
            return null;
        }

        String[] dst = new String[src.length];
        for (int i = 0; i < src.length; i++) {
            if (src[i] != null) {
                dst[i] = src[i].toLowerCase();
            } else {
                dst[i] = null;
            }
        }
        return dst;
    }

    public static void main(String[] args) {
        String[] original = {""Hello"", ""WORLD"", ""Java"", null, ""Programming""};
        String[] copied = copiarCadenas(original);

        System.out.println(""Original: "" + Arrays.toString(original));
        System.out.println(""Copied: "" + Arrays.toString(copied));
    }
}",none,both,english,spanish
636767521a6d9265ec017ecc,"import java.awt.geom.Rectangle2D;
import javafx.util.Pair;

public class BoxSplitter {

    public static Pair<Box2D, Box2D> splitAlongXAxis(Box2D box) {
        double x = box.getX();
        double y = box.getY();
        double width = box.getWidth();
        double height = box.getHeight();

        // Calculate the midpoint along the x-axis
        double midX = x + width / 2;

        // Create the left box
        Box2D leftBox = new Box2D(x, y, midX - x, height);

        // Create the right box
        Box2D rightBox = new Box2D(midX, y, width / 2, height);

        return new Pair<>(leftBox, rightBox);
    }

    public static class Box2D extends Rectangle2D.Double {
        public Box2D(double x, double y, double width, double height) {
            super(x, y, width, height);
        }
    }

    public static void main(String[] args) {
        Box2D box = new Box2D(0, 0, 100, 50);
        Pair<Box2D, Box2D> splitBoxes = splitAlongXAxis(box);

        System.out.println(""Left Box: "" + splitBoxes.getKey());
        System.out.println(""Right Box: "" + splitBoxes.getValue());
    }
}",english,english,english,none
636766a91a6d9265ec0175c1,"import java.util.Arrays;

public class ByteVector {
    private byte[] data;
    private int capacity;

    public ByteVector(int initialCapacity) {
        this.data = new byte[initialCapacity];
        this.capacity = initialCapacity;
    }

    /**
     * Aumenta este vector de bytes para que pueda recibir una cantidad adicional de bytes definida por el argumento 'size'.
     * @param size número de bytes adicionales que este vector de bytes debería poder recibir.
     */
    private void enlarge(final int size) {
        if (size <= 0) {
            throw new IllegalArgumentException(""Size must be greater than 0"");
        }
        int newCapacity = capacity + size;
        data = Arrays.copyOf(data, newCapacity);
        capacity = newCapacity;
    }

    public byte[] getData() {
        return data;
    }

    public int getCapacity() {
        return capacity;
    }
}",none,english,english,spanish
636767781a6d9265ec018238,"import java.util.List;

public class Logger {
    private List<Appender> appenders;

    /**
     * Devuelve <code>true</code> si el ""appender"" especificado está en la lista de ""appenders"" adjuntos, <code>false</code> en caso contrario.
     * @param appender El appender a verificar.
     * @return <code>true</code> si el appender está en la lista, <code>false</code> en caso contrario.
     * @since 1.2
     */
    public boolean isAttached(Appender appender) {
        if (appender == null || appenders == null) {
            return false;
        }
        return appenders.contains(appender);
    }
}",none,english,none,spanish
6367674a1a6d9265ec017dab,"import java.util.Comparator;

public class DoubleComparator implements Comparator<Double> {
    
    /**
     * Compara dos valores de punto flotante. Devuelve 0 si son iguales, -1 si {@literal o1 < o2},1 en caso contrario.
     * @param o1 el primer valor
     * @param o2 el segundo valor
     * @return 0 si son iguales, -1 si {@literal o1 < o2},1 en caso contrario
     */
    @Override
    public int compare(Double o1, Double o2) {
        if (o1 == null && o2 == null) {
            return 0;
        } else if (o1 == null) {
            return -1;
        } else if (o2 == null) {
            return 1;
        } else if (Math.abs(o1 - o2) < 1e-9) {
            return 0;
        } else if (o1 < o2) {
            return -1;
        } else {
            return 1;
        }
    }
}",none,english,none,spanish
6367672d1a6d9265ec017c78,"import java.util.HashSet;
import java.util.Set;

public class CustomSet {
    private Set<Integer> set;

    public CustomSet() {
        this.set = new HashSet<>();
    }

    /**
     * Inserta un valor en el conjunto. Devuelve verdadero si el conjunto no contenía ya el elemento especificado.
     * 
     * @param val El valor a insertar en el conjunto.
     * @return Verdadero si el conjunto no contenía ya el elemento especificado, falso en caso contrario.
     */
    public boolean insert(int val) {
        return set.add(val);
    }
}",none,english,none,spanish
636767dc1a6d9265ec0186c6,"import java.util.Set;
import java.util.HashSet;

public class FieldChecker {
    private Set<Fields> storedFields = new HashSet<>();

    /** 
     * Devuelve verdadero cuando los campos de entrada ya han sido almacenados en las propiedades.
     */
    private boolean containsAllFields(Fields fields) {
        return storedFields.contains(fields);
    }

    // Assuming Fields is a class or enum, you would need to define it.
    // For example:
    public static class Fields {
        // Fields implementation
    }
}",english,english,none,spanish
636766821a6d9265ec0174bf,"import java.util.*;

public class StringUtils {
    /**
     * Inverso de Introspector.decapitalize
     */
    public static String capitalize(String name) {
        if (name == null || name.isEmpty()) {
            return name;
        }
        return name.substring(0, 1).toUpperCase() + name.substring(1);
    }

    public static void main(String[] args) {
        System.out.println(capitalize(""hello"")); // Output: Hello
        System.out.println(capitalize(""world"")); // Output: World
        System.out.println(capitalize(""""));      // Output: 
        System.out.println(capitalize(null));    // Output: null
    }
}",english,english,english,spanish
636767aa1a6d9265ec01865a,"import java.io.DataOutput;
import java.io.IOException;

public class LinkedBufferWriter {

    /**
     * Escribe el contenido del {@link LinkedBuffer} en el {@link DataOutput}.
     * @param out El DataOutput donde se escribirá el contenido.
     * @param node El nodo inicial del LinkedBuffer.
     * @return el tamaño total del contenido del búfer.
     * @throws IOException Si ocurre un error de entrada/salida.
     */
    public static int writeTo(final DataOutput out, LinkedBuffer node) throws IOException {
        int totalSize = 0;
        LinkedBuffer current = node;

        while (current != null) {
            out.write(current.getBuffer(), current.getOffset(), current.getLength());
            totalSize += current.getLength();
            current = current.getNext();
        }

        return totalSize;
    }

    // Clase LinkedBuffer (asumida)
    public static class LinkedBuffer {
        private byte[] buffer;
        private int offset;
        private int length;
        private LinkedBuffer next;

        public LinkedBuffer(byte[] buffer, int offset, int length, LinkedBuffer next) {
            this.buffer = buffer;
            this.offset = offset;
            this.length = length;
            this.next = next;
        }

        public byte[] getBuffer() {
            return buffer;
        }

        public int getOffset() {
            return offset;
        }

        public int getLength() {
            return length;
        }

        public LinkedBuffer getNext() {
            return next;
        }
    }
}",spanish,english,none,spanish
636766f21a6d9265ec017677,"public class BooleanUtils {

    /**
     * Verifica si un valor Boolean no es true, manejando null al devolver true.
     * <pre>
     * BooleanUtils.isNotTrue(Boolean.TRUE)  = false
     * BooleanUtils.isNotTrue(Boolean.FALSE) = true
     * BooleanUtils.isNotTrue(null)          = true
     * </pre>
     * @param bool  el booleano a verificar, null devuelve true
     * @return true si la entrada es null o false
     * @since 2.3
     */
    public static boolean isNotTrue(Boolean bool) {
        return bool == null || !bool;
    }

    public static void main(String[] args) {
        System.out.println(isNotTrue(Boolean.TRUE));  // false
        System.out.println(isNotTrue(Boolean.FALSE)); // true
        System.out.println(isNotTrue(null));          // true
    }
}",english,english,none,spanish
6367674f1a6d9265ec017e74,"import java.util.*;

public class Queue<T> {
    private LinkedList<T> elements;

    public Queue() {
        elements = new LinkedList<>();
    }

    public void enqueue(T element) {
        elements.addLast(element);
    }

    public T dequeue() {
        return elements.removeFirst();
    }

    public boolean isEmpty() {
        return elements.isEmpty();
    }

    public int size() {
        return elements.size();
    }

    @Override
    public String toString() {
        StringBuilder sb = new StringBuilder();
        sb.append(""["");
        for (T element : elements) {
            sb.append(element);
            if (elements.indexOf(element) != elements.size() - 1) {
                sb.append("", "");
            }
        }
        sb.append(""]"");
        return sb.toString();
    }

    public static void main(String[] args) {
        Queue<Integer> queue = new Queue<>();
        queue.enqueue(1);
        queue.enqueue(2);
        queue.enqueue(3);
        System.out.println(queue.toString()); // Output: [1, 2, 3]
    }
}",english,english,none,none
